group,age
Kra-Dai,5.36918425549124
Kam-Tai,3.1938972055230823
Tai-Yay,1.9002441290371168
Kra-Dai,3.7693838282707275
Kam-Tai,2.149098308695637
Tai-Yay,1.4961734189890445
Kra-Dai,3.5828955615844
Kam-Tai,2.0524183106492986
Tai-Yay,1.3882127787784295
Kra-Dai,6.754466063141919
Kam-Tai,2.533220094041228
Tai-Yay,1.497604503798983
Kra-Dai,6.136297894272578
Kam-Tai,3.3578784226901086
Tai-Yay,2.377923174677481
Kra-Dai,6.482305631202835
Kam-Tai,2.063060954022263
Tai-Yay,1.549486368500113
Kra-Dai,6.5892887585988245
Kam-Tai,3.7900675923766722
Tai-Yay,3.0570474654355966
Kra-Dai,4.0215859612827
Kam-Tai,2.8832554756282414
Tai-Yay,1.7894506861905333
Kra-Dai,3.3622375632723536
Kam-Tai,2.280430337426747
Tai-Yay,1.8886749463195645
Kra-Dai,3.749937600096443
Kam-Tai,1.7791773194753608
Tai-Yay,1.4142396288067625
Kra-Dai,2.699128316415337
Kam-Tai,2.1982174399506147
Tai-Yay,1.8361505031781513
Kra-Dai,4.396032109123749
Kam-Tai,2.9881540035536367
Tai-Yay,2.366239354443446
Kra-Dai,4.756795386099889
Kam-Tai,2.651888161637261
Tai-Yay,2.0171588416141293
Kra-Dai,3.6882572584478277
Kam-Tai,2.834572210800007
Tai-Yay,2.247514409812309
Kra-Dai,3.722294477088007
Kam-Tai,2.1648355828898316
Tai-Yay,1.544215424543641
Kra-Dai,4.146582402120477
Kam-Tai,4.146582402120477
Tai-Yay,1.908173611448977
Kra-Dai,3.2831104818699193
Kam-Tai,2.5129750625095486
Tai-Yay,2.286878849901809
Kra-Dai,3.1189511597413944
Kam-Tai,3.1189511597413944
Tai-Yay,2.0415951634233322
Kra-Dai,2.2795478501083455
Kam-Tai,2.040660100007872
Tai-Yay,1.5213780633594243
Kra-Dai,2.6740614339989306
Kam-Tai,2.625915484044862
Tai-Yay,1.7165989986424663
Kra-Dai,2.311973391390396
Kam-Tai,2.083274144986414
Tai-Yay,1.2241698999365596
Kra-Dai,2.563529887758709
Kam-Tai,2.563529887758709
Tai-Yay,1.7810293881816504
Kra-Dai,3.714248854563041
Kam-Tai,3.1321759624720027
Tai-Yay,2.3988431555703165
Kra-Dai,3.6550658990820213
Kam-Tai,2.2322158640629595
Tai-Yay,1.715547812947684
Kra-Dai,4.529719495278296
Kam-Tai,2.3095937852982176
Tai-Yay,1.6029345903339172
Kra-Dai,5.959087842777093
Kam-Tai,4.38246484421692
Tai-Yay,2.34546810793287
Kra-Dai,5.636051421431336
Kam-Tai,3.6798418725589497
Tai-Yay,1.6827459438928916
Kra-Dai,3.757496852129451
Kam-Tai,2.1890242842848258
Tai-Yay,1.4725624062536764
Kra-Dai,3.964224558423295
Kam-Tai,2.6368341167582643
Tai-Yay,1.9518519598791642
Kra-Dai,2.9633229785490984
Kam-Tai,1.7671502226635063
Tai-Yay,1.4261627875769873
Kra-Dai,3.6665743856686683
Kam-Tai,2.829635099564435
Tai-Yay,2.4673487055995666
Kra-Dai,3.3320591594000377
Kam-Tai,2.849688814312656
Tai-Yay,1.413866118767335
Kra-Dai,5.394583254270873
Kam-Tai,2.510165486593264
Tai-Yay,1.7996917094872442
Kra-Dai,6.247314984180816
Kam-Tai,3.2885361017666797
Tai-Yay,2.257762809131955
Kra-Dai,5.9043380832080095
Kam-Tai,4.48326438538096
Tai-Yay,3.571413808860774
Kra-Dai,3.105132034179968
Kam-Tai,2.1716561369486085
Tai-Yay,1.6758944446361872
Kra-Dai,5.88624667306261
Kam-Tai,3.3940413920442043
Tai-Yay,2.0052851717311047
Kra-Dai,4.547827439303865
Kam-Tai,2.6923562674684542
Tai-Yay,2.3621813103007825
Kra-Dai,6.956602040482515
Kam-Tai,4.4199666388701075
Tai-Yay,2.725187915629464
Kra-Dai,3.832402160288493
Kam-Tai,2.3055337492800296
Tai-Yay,1.4666412055195903
Kra-Dai,5.144735546865096
Kam-Tai,2.785236784692226
Tai-Yay,2.144421328148036
Kra-Dai,4.105174285460906
Kam-Tai,3.4353135080266903
Tai-Yay,2.4354068670366167
Kra-Dai,3.243436051834602
Kam-Tai,2.09821944687992
Tai-Yay,1.5843072774271871
Kra-Dai,5.397871976960665
Kam-Tai,4.568185043520457
Tai-Yay,1.9991109293798863
Kra-Dai,6.362486472975424
Kam-Tai,3.8335768181682432
Tai-Yay,2.302351681909353
Kra-Dai,5.21896579895276
Kam-Tai,2.6517653193874584
Tai-Yay,1.5175963350275108
Kra-Dai,4.712888644809408
Kam-Tai,2.382695138207666
Tai-Yay,1.398544947209313
Kra-Dai,7.919863798795556
Kam-Tai,3.0339438187433405
Tai-Yay,1.7587951156589057
Kra-Dai,6.088597897863906
Kam-Tai,2.8389289143621315
Tai-Yay,1.7256642490573446
Kra-Dai,4.6477796962586595
Kam-Tai,2.306431744236212
Tai-Yay,1.44792035549042
Kra-Dai,5.037144416195745
Kam-Tai,3.374497376785514
Tai-Yay,2.1931882802545855
Kra-Dai,6.872888866060907
Kam-Tai,2.692002490536562
Tai-Yay,1.6523456949179733
Kra-Dai,4.042745213541495
Kam-Tai,3.1901660633197597
Tai-Yay,1.809495356007064
Kra-Dai,5.218320895404104
Kam-Tai,2.6971755535822526
Tai-Yay,1.563962868289401
Kra-Dai,4.853434870531931
Kam-Tai,2.3942807668135444
Tai-Yay,1.8314571185371733
Kra-Dai,7.686094438685158
Kam-Tai,3.5560040524746004
Tai-Yay,2.5749813808982367
Kra-Dai,6.158954578781252
Kam-Tai,3.5651101613569236
Tai-Yay,1.8736268117800359
Kra-Dai,3.3655928853873287
Kam-Tai,2.6059169424293565
Tai-Yay,2.2989494619664774
Kra-Dai,3.647672864563593
Kam-Tai,2.339951648653734
Tai-Yay,1.6525945981812016
Kra-Dai,5.405083785450747
Kam-Tai,2.918120921948542
Tai-Yay,1.8790814669990366
Kra-Dai,9.23389632454234
Kam-Tai,3.7101556298597957
Tai-Yay,2.3466193408822225
Kra-Dai,7.781489061798905
Kam-Tai,3.88404601152169
Tai-Yay,2.0643070446767613
Kra-Dai,5.461510650363354
Kam-Tai,2.7541715846066945
Tai-Yay,1.9447744720888132
Kra-Dai,4.036849108442461
Kam-Tai,2.0669311619607122
Tai-Yay,1.7667037007475703
Kra-Dai,8.265187336789637
Kam-Tai,3.144368320155662
Tai-Yay,2.5421219071136534
Kra-Dai,5.888904601688759
Kam-Tai,3.0923719895363675
Tai-Yay,2.1197573102192795
Kra-Dai,4.882233555585658
Kam-Tai,2.4264444847801037
Tai-Yay,1.921863815101922
Kra-Dai,3.640336813903062
Kam-Tai,2.237387057468012
Tai-Yay,1.4261069069976688
Kra-Dai,3.4861113017604892
Kam-Tai,2.5977442729426117
Tai-Yay,2.136657191246255
Kra-Dai,4.019887959375577
Kam-Tai,1.8740899211084905
Tai-Yay,1.4246228983702753
Kra-Dai,4.688636592532608
Kam-Tai,2.764022566584598
Tai-Yay,1.7582707556998058
Kra-Dai,4.865090033037364
Kam-Tai,2.1509158509719364
Tai-Yay,1.7778022230140191
Kra-Dai,5.5717792911775685
Kam-Tai,3.6554251953200683
Tai-Yay,2.615826495748115
Kra-Dai,4.759900217423738
Kam-Tai,2.0087320276012566
Tai-Yay,1.4576840914612506
Kra-Dai,3.0721506630662834
Kam-Tai,1.8925249049538122
Tai-Yay,1.680770423167145
Kra-Dai,5.767247041657871
Kam-Tai,3.1119057519128295
Tai-Yay,1.6541694995718492
Kra-Dai,8.185987338594858
Kam-Tai,3.2301134968736944
Tai-Yay,2.381656495173023
Kra-Dai,7.092227645444399
Kam-Tai,2.934423546703475
Tai-Yay,1.928014270273576
Kra-Dai,7.167112316453139
Kam-Tai,3.818523871616971
Tai-Yay,2.462409123805637
Kra-Dai,4.6738755002061705
Kam-Tai,3.069934431400544
Tai-Yay,2.391389209048745
Kra-Dai,4.4381759826071745
Kam-Tai,3.3657294165237563
Tai-Yay,1.9654502145921526
Kra-Dai,7.6572064629246706
Kam-Tai,4.391894320045669
Tai-Yay,2.7055406035473606
Kra-Dai,5.837245060911737
Kam-Tai,3.628334483605773
Tai-Yay,2.1663567485158426
Kra-Dai,3.7870746789700553
Kam-Tai,2.3334920193636526
Tai-Yay,1.4954716992989145
Kra-Dai,6.30730504610422
Kam-Tai,3.7349767778260947
Tai-Yay,2.139086924845939
Kra-Dai,5.587580933115949
Kam-Tai,2.9392311997680984
Tai-Yay,1.7377452319334692
Kra-Dai,4.701892209684397
Kam-Tai,2.7584664626083506
Tai-Yay,1.9944033006028805
Kra-Dai,5.261913045989439
Kam-Tai,2.73175131292351
Tai-Yay,1.5468262249971456
Kra-Dai,5.712972744989954
Kam-Tai,3.334280664680175
Tai-Yay,2.5909071578929237
Kra-Dai,7.004370056966085
Kam-Tai,2.9316676223413447
Tai-Yay,2.3993739317681992
Kra-Dai,4.584544440997055
Kam-Tai,2.6196362649700013
Tai-Yay,1.6244342779293408
Kra-Dai,5.8737259035818505
Kam-Tai,3.2298859394362047
Tai-Yay,2.541819424783251
Kra-Dai,5.898296519786976
Kam-Tai,2.693864687153707
Tai-Yay,2.0680790854222737
Kra-Dai,5.9216418998240945
Kam-Tai,4.022654416614058
Tai-Yay,2.3345720569310173
Kra-Dai,6.555158875708022
Kam-Tai,3.5947074858018873
Tai-Yay,2.109776321860023
Kra-Dai,5.711420706828981
Kam-Tai,2.1708050460226263
Tai-Yay,1.4341891459388991
Kra-Dai,4.308347666379407
Kam-Tai,2.312472704627598
Tai-Yay,1.9272363659962735
Kra-Dai,5.680173775650237
Kam-Tai,2.4264544738266998
Tai-Yay,1.51115689836384
Kra-Dai,4.754224060660817
Kam-Tai,3.249527347479426
Tai-Yay,2.0999173436614638
Kra-Dai,6.21459440758
Kam-Tai,3.088360643422954
Tai-Yay,1.6791629568727515
Kra-Dai,4.6400743689690955
Kam-Tai,1.9400811157072804
Tai-Yay,1.4389056155864588
Kra-Dai,5.755002514864687
Kam-Tai,2.714151354690006
Tai-Yay,1.8195548823368632
Kra-Dai,3.5661724052672144
Kam-Tai,2.413876516357943
Tai-Yay,1.9276351605698019
Kra-Dai,3.941201218673087
Kam-Tai,2.6818274267534776
Tai-Yay,1.7404615876497158
Kra-Dai,3.9992846209633224
Kam-Tai,2.3744955576839297
Tai-Yay,1.6606501611088964
Kra-Dai,4.485636738203573
Kam-Tai,3.2061149395942286
Tai-Yay,2.5645086998426594
Kra-Dai,8.936946062190549
Kam-Tai,5.932367471732018
Tai-Yay,2.4446998244430302
Kra-Dai,5.18608759052835
Kam-Tai,2.3041312073354923
Tai-Yay,1.8996098997426465
Kra-Dai,8.712869732443448
Kam-Tai,3.4016771268043104
