cogid,concept_id,concept,BeChengmaiMY,BeChengmaiYL,BeHaikouCL,BeHaikouRS,BeJizhao,BeLinGaoLC,BeLinGaoXY,BeQiongshanLQ,BeQiongshanLT,HlaiBaisha,HlaiBaoding,HlaiBaoting,HlaiChangjiang,HlaiCun,HlaiHeitu,HlaiJiamao,HlaiNadou,HlaiQiandui,HlaiTongza,HlaiXifang,HlaiYuanmen,HlaiZhongsha,KraBuyangBH,KraBuyangEC,KraBuyangLJ,KraBuyangYR,KraGelaoAS,KraGelaoDF,KraGelaoMJ,KraGelaoZF,KraLachi,KraLaha,KraPubiao,KsBiao,KsChadong,KsJin,KsKamJP,KsKamLP,KsKamRJ,KsKamTZ,KsLakkia,KsMak,KsMaonan,KsMulam,KsSuiDS,KsSuiDY,KsSuiLB,KsSuiSD,KsThen,TcCaoBanTai,TcDaxin,TcDebao,TcFusui,TcLongAn,TcLongzhou,TcQinzhou,TcShangsi,TcWenma,TcYanshan,TcYongning,TnDonglan,TnDuAn,TnFengshan,TnHengxian,TnHuishui,TnLianshan,TnLibo,TnLiujiang,TnLuodian,TnPanxian,TnPingguo,TnQianxi,TnQiubei,TnSaek,TnShuicheng,TnTiandong,TnWuming,TnZhenfeng,TnZhenning,TswAhom,TswAiton,TswBangkok,TswChiangmai,TswHsipaw,TswJinghong,TswJinping,TswJinsha,TswKhuen,TswKorat,TswLao,TswLuchun,TswMaguan,TswMangshi,TswMenglian,TswNgheAn,TswPhake,TswSongkhla,TswTaunggyi,TswThaiTrang,TswWuding,TswYuanjiang,TswYuanyang
N209,S035,green,,,,,,,,,,,,,,,,,,,,,,,Gɔ45,,,,,,,,mei33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N210,S035,green,,,,,,,,,,,,,,,,,,,,,,,,,,ŋaːu24,,,la0ŋou53,,,,,,,,,,,ŋu1'(provisional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N211,S035,green,,,,,,,,,,,,,,,,,,,,,,,,,,,tən2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N212,S035,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kjaŋ4ki4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N213,S036,hair,,,,,,,,,,rom1,,,,,nom1,tiəm3,,,,rom1,,tom1,,,,,,,,,,,,ðam1,ćo3pjam1,pjam1,tjəm1,pjɐm1,pjam1,pjəm1,kjəːm2,pjam6,pjam1,pɣam1,pjam1,pjam1,pjɐm1,pjɐm1,pəm1,phjoːm2,sum1,phjɔːm2,phɯn1,phlam1,phjum1,,phom1,phiŋ2thu2,pham1,,pjom1,pom1,pjɔm1,,pjuɑm1,kjau3pjam1,pjɑm1,pjom1kjau3,pjɔm1,,plom1,,,phram212,,ćom1,plom1,pjɑm1,pjɑm1,phum,phum1,phom5,phom1,,phum1,phum1,phən1,phɔm3,phom1,phom1,phu1,phɨn1,,,foːm1,phum⁶,phom1,,fum1,phun1,phjam1,phum1
N214,S036,hair,,,,,,,,,,,,,,,,,,,,,,,,a0θam24,ma0ҫam54,θam53,ma3san2,ʔa1saŋ1,qa0suŋ1,,,śam31ʔ,sam53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N215,S036,hair,vɔn2sɔu3,vɔn2sɔu3,ɓɑn2so3,ɓan2so3,,sɔu3,,mɐk8sɔu3,mak8sɔu3ziŋ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N216,S036,hair,,,,,,fui1,phui1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N217,S036,hair,,,,,,,,,,,ɗan2,ɗan5,,,,,,ɗan5,ɗan5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N218,S036,hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mai4kəi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N219,S036,hair,,,,,lou1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N220,S037,hand,mɔ2,mɔ2,me2,mɔ2,maːu2,mɔ2,mɔ2,mɔ2,mɔ2,məɰ1,məɰ1,məɰ1,,mow1,məɰ1,maː1,mɛw1,məɰ4,məɰ1,məɰ1,məɰ4,məɰ1,,,,,mpau2,mpo1mpo1,pa2mi1,pei4məi4,ću33m35,paːk31ma34ʔ,qa0mhi213,hü2,mhi1,mi1,lja2,mja2,mja2,mja2,mie2,mi1,,nja2,mja2,mia1,mja1,mja1,mjɛ2,pha5mɨ3,mɨ2,moŋ2,mɯi2,mɯi2,mɨ2,mui2,moːy2,mu2,muŋ2,mei2,fɨŋ2,fɨŋ2,fɨŋ2,fuŋ2,vɯŋ2,fuŋ2,mɯŋ1,fɨŋ2,fɯŋ2,vuɑŋ2,fa3fɨːŋ2,vɯŋ2,wəŋ2,mɨ55,vəŋ2,fɨŋ2,faɯ2,fɯŋ2,voŋ2,mv,mə2,mɨ1,mɨ2,mɨ1,mɨ2,mɨ2,mɨ2,mɨ1,mɨ2,mɨa5,mɨ2,mɨ2,mɨ2,mɨ2,mɨ2,mV²,mɨ3,mɨ1,fa5mɨ4,mɨ2,mɨ2,mɨ2
N221,S037,hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siːm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N222,S037,hand,,,,,,,,,,,,,,,,,,,,,,,qɛ322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N223,S037,hand,,,,,,,,,,,,,,,,,,,,,,,,ńak55,ŋɛk11,ka0ńiə31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N224,S038,head,hau3,hau3,hɑu3,hau3,laːu4,hau3,hau3,hau3,hau3,voː3,gwow3,hɔː6,goː3,vaw3,raw3,kiːw1,ŋɔː3,hoː6,goː6,ɣoː3,voː3,gaw3,,,,,,,,,,,,ha1lo5,ćo3,ȶau3,kau3,kau3,kaːu3,kau3,kjɛu1,ȶau3,ko3,ko3,kaːu3,ku3,,,kəu3,,,,lau3,hlau3,,lau3,lau3,,,hlau5,kjau3,kjau3,cau3,klau3,tɕɑu3,kjau3,tɕɑu3,kjau3,tɕɑu3,thɑu3,kjau3,kɑu3,kau3,thraw21,khɯ3,ćau3,ɣau3,tɕɑu3,tɕɑu3,,,,,,,,,,,,,,,,,,,,,,,
N225,S038,head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qɐm4,qɐm4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N226,S038,head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thuo2,wuə1,thu2,,,hu1,,,thu2,thu1,,,,,,,,,,,,,,,,,,,,,ru,hu1,hua5,hua1,ho3,ho1,ho1,ho1,ho3,hua1,hua1,hu1,ho1,ho1,ho1,hɨə1,ho⁶,hua1,ho3,ho1,ho1,vo1,ho1
N227,S038,head,,,,,,,,,,,,,,,,,,,,,,,,ðu11,qa0ðu11,ka0luə31,,,,,,,ṣho213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N228,S038,head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pɔm32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N229,S038,head,,,,,,,,,,,,,,,,,,,,,,,,,,,pla3,mpa1ha3,ta0ei2,pəi4kəi1,li33n33khja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N230,S038,head,,,,,,,,,,,,,,,,,,,,,,,mau11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N231,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɛ5,hai5,ʔdai4hai5,hai5,,hjãi5,ŋ̊ɜi5,ŋ̊ɜi5,hai5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N232,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jin55,,,,,,,,,,,,,dʔai5ńiːn2,,ȵən6,,,hin1,,,nin2,pak8ńin2,,,,,,,,,,,,,,,,,,,,,dai ngin,ńin2,dai3jin1,dai5ńin2,ŋin1,jin4,,lai3ńiŋ2,lai6jin1,dai4jin2,dai5jin4,,,,,zin2,ŋin²,daːi6jin3,lai4jin1,,ńin2,,
N233,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fɔŋ2,faŋ2,,,,,,,,phâŋ2,,,,,faŋ4dai6,,faŋ2,faŋ2
N234,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ji1,,ŋi1,hi1,,ŋi1,hi1,,,ŋi1,ȵi1,ȵi1,lo4ńiɛ1,,ȵi1,,ȵi1,ȵi1,ȵe1,ȵi1,ȵi1,ȵe1,ńi1,ɲia2,ȵi1,jia1,ŋi1,ȵi1,ȵi1,,,,,,,,,,,,,ńe1',,,,,,,,,,
N235,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,te5haɨ2,,,,,,,,,,,
N236,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni3cjek8,,,,,,,,ʔni3,,,,,,dəi3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N237,S039,hear,heŋ3,heŋ3,hɛŋ1,hɛŋ3,,heŋ3/hiŋ2,heŋ3/hiŋ2,heŋ3,hɛŋ3,,hiːŋ1,hiːŋ1,,,,,ziŋ2,hiaŋ1,hiaŋ1,[ŋ]iŋ1,hiŋ[5],hiːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N238,S039,hear,,,,,,,,,,pləɰ1,pləɰ1,pləɰ1,pəɰ4,,ləɰ1,,,pəɰ1,pləɰ1,pləɰ1,pləɰ1,ləɰ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N239,S039,hear,,,,,,,,,,,,,,,,[ŋey2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N240,S039,hear,,,,,,,,,,ɬiŋ1,ɬiːŋ1,,,liəŋ5/(liəŋ3),,,,,ɬiaŋ1,,,ɬiːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N241,S039,hear,,,,,,,,,,,,,,,,,,,,,,,ŋhi33jak11,,jak54,an53jak33,caŋ1mpəu3,,,caŋ4,tju55jɔ11,,ćak45co53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N242,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,ńhi1,nei2huŋ1,,,nəi342ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N243,S039,hear,,,,,,,,,,,,,,,,,,,,,,,,in24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N244,S040,heart,,,,,,,,,,ɬaːw3,ɬaːw3,ɬaːw3,,,,tshiaːw1,,ɬaːw3,ɬaːw3,ɬaːw3,ɬaːw3,ɬaːw3,lin45,,,,lei2,pa1łjo4,tə0lhei3,,la55le33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N245,S040,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋən45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N246,S040,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nam342ʔlun35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N247,S040,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pa4pu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N248,S040,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ləm2(provisional),,,,,,,,,,,,,,,,,,,,,,,tuam5,,tom5,,tom5,tuɑm5,,tuam5,tam5ҫəɨ1,,tuaŋ5,,,tom5,tom5,,,,,,,,,,,,,,,,,,,,,,,
N249,S040,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thuo2cəɨ2,,,,,,,,cə1,ćaɨ1,,,,,,,,,,,,,,tam5ҫəɨ1,cɨ23,,,,,,chau,caɨ2,hua5cai1,hua1cai1,ho3caɨ3,cai1,ćaɨ1,cəai6,ho3cai3,hua1cai1,hua1dɛi4,cai2,caɨ1',caɨ6,câ6,huə5cə1,caü²,hua1cai2,ho3cai3,hɔ1caɨ1,ćâi1',caɨ1,caɨ1'
N250,S041,horn,vau2,vau2,ɓɑu2,ɓau2,,vau2,vau2,vau2,vau2,haw1,haw1,haw1,haw1,haw1,haw1,haw4,haw1,haw1,haw1,haw1,haw1,haw1,,u24(θiŋ24),ma0qu54,,qa5,,po0ko1ńi1,kau1(ńe2),kuɛ55n33kwa,kəu342ʔ,qau53,,ŋaːu1,kaːu1,ŋau1,pau1,paːu1,ŋau1,kou2,kaːu6,ŋaːu1,ku1,paːu1,paːu1,qaːu1,paːu1,paːu2,,,,,,,,,khəu2,khau1,,kau1,kau1,kau1,kau1,kɑu1,kau1,kɑu1,kau1,kɑu1,kɑu1,kau1,kɑu1,kau1,kaw23,kɯ1,kau1,,kɑu1,kɑu1,khau,khau1,khau5,khau1,khau3,xau1,xau1,xəu1vu2,khau3,khau1,khaw1,xau1,xau1,xau1,xâu1,khau1,khau⁶,khau1,khau3,,xâu1,xau1,xau1
N251,S041,horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hɔn1,,,
N252,S041,horn,,,,,,,,,,,,,,,,,,,,,,,jat55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N253,S041,horn,,,,,,,,,,,,,,,,,,,,,,,,,,kaːi31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N254,S041,horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,pa1so1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N255,S042,I,za2,za2,zia3,za3,,hau2,hau2,zɐ2,zɐ2,,,,,,,,,,,,,,,,,,,,,,,,,,je2,e2,jau2,jau2,jaːu2,jau2,,e2,ɦe2,ɛ3,ʔɜi2,ʔai2,ju2,ju2,jiu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N256,S042,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phaːn33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N257,S042,I,,,,,,,,,,h[oː]1,how1,how1,how1,(kəː5),how1,[kaw1],hɛw1,how1,how1,how1,how[ʔ]7,how1,ku33,ku24,ku54,kiaɨ53,,,,,la33ki55,,kau53,cia1,,,,,,,ci1,,,,,,,,,kəu2,kau1,,ku2,ku5,kau1,kou1,kau1,kau1,ku4,kou1',ku1,kou1,ku5,kou1,ku1,ku1,kəu1,ku1,ku1,kəu1,kou1,ku1,kəu1,kuː1,kə1,ku1,kau1,ku1,kəu1,kau,kau2,ku2,,kau3,ku1,ku1,kau6,,ku1,ku11,kau2,kau1',kau6,kâ6,, kau²,,,,kâu1',kau1,kau1'
N258,S042,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khɔːj5,,,,,,,,,khəːi1,,,
N259,S042,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ha2,,to1xɔi3,xɔi3,,xa6,,,,,,tu66xâ3,,,,kha4,,,,
N260,S042,I,,,,,,,,,,,,,,,,,,,,,,,,,,,ẓi5,ʔie4,i3,ʔi4,,zen35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chan5/chan4,,,,,,,,,,,,,kan1,,chaːn1,,,,,
N261,S043,kill,ka3,ka3,ka3,ka3,ka3,ka3,ka3,ka3,ka3,haw3,haw3,haw3,haw3,hay3,how3,,haw3,haw3,haw3,haw3,haw3,haw3,,,,,,,,,,,,,ha3,ha3,ha3,sa3,sa33,sa3',a4,ha3,ha3,khɣa3,ha3,ha3,ha3,ha3,ɣa3,kha5,kha3,kha3,,ka3,kha3,ka3,ka3,kho3,kha3,,ka3,ka3,ka3,ka3,ka3,ka3,ka3,ka3,ka3,kha3,ka3,ka3,ka3,ka21,kha3,ka3,ka3,ka3,kha3,kha,kha6,kha3,kha4,,xa3,xa3,,kha6,kha3,kha5,xâ3,xa3,xa3,,kha5,khā³,kha5,,kha6,,xa3,xa3
N262,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hɛm1,,,,,,,,,hɛm1,,,,,,,,
N263,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pɛat4,,,,,,,,,,,,,pat9,,
N264,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔau3taːi3,,,,,,,,,,,,,,ʔau3taːi3,,,,
N265,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fan2,,,,,,,,,
N266,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,ta53,,,,,,,tie53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N267,S043,kill,,,,,,,,,,,,,,,,,,,,,,,pwan322,pjaːŋ32,pɛŋ24,,,,,,,phən342ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N268,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mi35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N269,S043,kill,,,,,,,,,,,,,,,,,,,,,,,,,,,zən2pei4,źin2,wan1,zən2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N270,S044,knee,ɗa1hɔu2,ɗa13hɔu2,ɗa1heu2,ɗa1kok7hɔu2,,hau3kau4,hau3kau4,ɗa1'hɔu2,ɗa1hɔu2,(row4),row1,low4,low4,vau42zen13,row1,luː4,lɛwʔ4,low4,row4,row1,row4,row1,mam33Gu33,maːk55la0hu,qa0ðu11qhu,thu53qaɨ24,vaŋ3ku2te2,ʔa1ntaŋ2khu,to1qu2,,taŋ33kwɛ33,ʔom342ʔkəw32,ṣho213qau21,,ćo3ko6,kau5,kau5,kwau1,kwaːu5,kau5,puk7kou6,kau5,kap7ko6,ko6ko5,qu2kwaːu5,qam3qu5,qa3ȶoɐŋ5,qɐm4qu5,ɣəu6,thuo2khau1,wuə1khau5,thu2khau6,ho5,hɔ5,pau1khau5,lau3ho5,hø5,thu2khau5,thu2khau5,ho6,kjau3ho5,kjau3ho5,cau3ho5,hu5,ɣo5,kjau3ho5,ho5,kjau3ho5,ɦo5,fuə5,kjau3ho3,vo5,ɣuə5,ko33,hu5,ćau3ho5,ho5,ɦo5,vo5,khau,,khau2,khau3,ho3khau2,ho1xau5,ho1xau5,ho1xau6,khau2,khau3,khu1khəw3,hu1xau5,ho1xau5,ho1xau5,ho1xâu5,huə1khaːu1,khau¹,khau1,ho3khau2,ho1khau5,ho1xâu5,vo1xau5,ho1xau5
N271,S044,knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thiau5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N272,S044,knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuŋ2kuŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N273,S045,know,hɔu4,hɔu4,hɔu4,hɔu4,hɔ4,hu4,hu4,həu4,həu4,vəɰ1,gwəɰ1,gəɰ1,gəɰ4,,rəɰ1,,(ʔwɛʔ4),phaɰ6,gwəɰ4,ɣəɰ1,,gəɰ1,,,,,,ʔla4,,kjau4,,,laːu33,,hjo1,jo3,wo4,wo4,wo4,wo4,,zo3,wo3,ɣɔ4,ɣo4,ɣo4,ɕɐu3,ɕɔu3,roi2,,łu3na3,rou4na3,lo3,hlɔ4,łuʔ4,la4na3,lø4,zu6di6,ru4de5,hlo4,lo4,ro4,lo4ʔde6,ðu4,zo4,jo4,ro4,hjo4,zo4,juə4,ro4,zo4,θuə4diə5,rɔ33,zu3,lo4,ɣo4,zo4,juə4,ru,,ru4-cak2,hu6cak7,hu5cak1,hu4,hu4ćak7,hu5ciak3,hu5cak1,ru4cak5,hu4rak6,haɨ4,hu4,hu4,hu4,hu4,hū⁴,lu7cak9,hu5cak1,hu4,hu4ćak7,hu4,hu4
N274,S045,know,,,,,,,,,,paɰ3,,,,,,,,,,,paɰ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N275,S045,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cak5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N276,S045,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caːŋ2,,,,,,,,,,,,,,,,,,,,,
N277,S045,know,,,,,,,,,,,,,,,,,,,,,,,,ʔde55,,,sa4qəu4,,sou1,,ҫu55,sɔ31ʔ,,heu3,,,,,,,hjiːu3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N278,S045,know,,,,,,,,,,,khuːŋ1,khuːŋ1,khoŋ1,khoŋ1,khuːŋ1,,khuɛʔ4,khuaŋ1,khuːŋ1,khoŋ1,,khuːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N279,S045,know,,,,,,,,,,,,,,,,,,,,,,,θaːi45ja11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N280,S046,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hwa5,va5,pa5,pa5,pa5,pa5,wa1,va5,va5,fa5,va5,wa5,wa5,va5,va6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N281,S046,leaf,ɓɔ2,ɓɔ2老派,ɓe2,ɓɔ2,ɓou2,ɓɔ2,ɓɔ2,ɓɔ2,ɓɔ2,ɓəɰ1,ɓəɰ1,ɓəɰ1,ɓəɰ1,ɓow1,ɓəɰ1,piː1,ɓɛw1,ɓəɰ1,ɓəɰ1,ɓəɰ1,ɓəɰ1,ɓəɰ1,,,,,,,,,,,be53,mü1,,,,,,,,,,,,,,,,bʔəɨ3,baɨ1,bɔːi2,mɯi1,mai1,ʔbaɨ1,mai1,boːy1,bəɤ1,baɨ1,mai1',baɨ1,baɨ1,ʔbaɨ1,bai1,bɑɯ1,pau1,bɑɯ1,bə1,bɑɯ1,bɑ1,baɨ1,bɑɯ1,baɨ1,bə23maj33,bɯ1,bai1,baɯ1,bɑi1,bɑ1,mav,maɨ2/baɨ2,bai1maːi4,bai2mai6,maɨ3mai5,bai1,vaɨ1,vai6mai4,bai1mai5,bai1mai4,bai7mai4,vai2,baɨ1,maɨ6,vo6,bə5,maü²,bai2maːi7,wai3mai5,naɨ1,vâi1',vaɨ1,vaɨ1'
