cogid,concept_id,concept,BeChengmaiMY,BeChengmaiYL,BeHaikouCL,BeHaikouRS,BeJizhao,BeLinGaoLC,BeLinGaoXY,BeQiongshanLQ,BeQiongshanLT,HlaiBaisha,HlaiBaoding,HlaiBaoting,HlaiChangjiang,HlaiCun,HlaiHeitu,HlaiJiamao,HlaiNadou,HlaiQiandui,HlaiTongza,HlaiXifang,HlaiYuanmen,HlaiZhongsha,KraBuyangBH,KraBuyangEC,KraBuyangLJ,KraBuyangYR,KraGelaoAS,KraGelaoDF,KraGelaoMJ,KraGelaoZF,KraLachi,KraLaha,KraPubiao,KsBiao,KsChadong,KsJin,KsKamJP,KsKamLP,KsKamRJ,KsKamTZ,KsLakkia,KsMak,KsMaonan,KsMulam,KsSuiDS,KsSuiDY,KsSuiLB,KsSuiSD,KsThen,TcCaoBanTai,TcDaxin,TcDebao,TcFusui,TcLongAn,TcLongzhou,TcQinzhou,TcShangsi,TcWenma,TcYanshan,TcYongning,TnDonglan,TnDuAn,TnFengshan,TnHengxian,TnHuishui,TnLianshan,TnLibo,TnLiujiang,TnLuodian,TnPanxian,TnPingguo,TnQianxi,TnQiubei,TnSaek,TnShuicheng,TnTiandong,TnWuming,TnZhenfeng,TnZhenning,TswAhom,TswAiton,TswBangkok,TswChiangmai,TswHsipaw,TswJinghong,TswJinping,TswJinsha,TswKhuen,TswKorat,TswLao,TswLuchun,TswMaguan,TswMangshi,TswMenglian,TswNgheAn,TswPhake,TswSongkhla,TswTaunggyi,TswThaiTrang,TswWuding,TswYuanjiang,TswYuanyang
N535,S078,smoke,kuan2,kuan2,ɓɛi2kuan2,ɓɛi2kuan2,,ɗuai4,kuan2熏人,kuan2,vɛi4kuan2,ŋuaŋ1,hwoːn1,hɔːn1,ŋoːn1,ŋuan1,han1,hɯan4,ŋɔn1,vɔːn1,goːn1,ŋoːŋ1,[ŋ]uːn4,hoːn1,qhan33,,,,,,,,n33kaN33pe,kan342ʔ,,,kwan2,kwən3,ən2,kwɐn2,kwan2,,,kwan6,kwan2,fi1kwan1,kwan2,kuən2,kwɐn2,kwɐn2,wan2,wan3vəi3,wan2,wɔːn2,wan2,,van2fai2,wan2,wan2,,,hoːn2,hon2,hon2,hɔn2,hoːn2,vɑn2,wan2fi2,vɑn2,wan2,vɑn2,vɑn2,ʔon5,vɑn2,ʔwan5,ɣɔn55,,ʔwon5,hon2,vɑn2,vɑn2,khon,kwan2,khwan1,khwan2,kwan1fai1,xɔn2,xɔn2,,kwan1,khuan2,khuan2,xɛ2,,xɔn2,kân2phai2,khuan2,khɔn²,khwan3,kwan1,khɔn4,,,xaːn2
N536,S078,smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hut33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N537,S078,smoke,,,,,,,,,,,,,,,,,,,,,,,,at55,qhat11,kaːt33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N538,S078,smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,məŋ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N539,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taŋ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N540,S079,stand,zun1,zun1,zun1,zun1,,ȵun1,ʑun1,zun1,ʑun1,tsuŋ1,tsuːn1,tsuːn1,tsuŋ1,,tsuːn1,tshuːn1,tsun1,tsuːn1,tsuːn1,tsuŋ1,tun1,tsuːn1,jin322,jin55,qa0in11,jut53,,,,,,,,ńün1,jün1,jun1,jun1,jun1,jun1,jun1,juːn1,juːn1,cən2,,jun.1,jʉən1,ʔjun1,ʔjɔn1,in1,,jɨn1,ʔjón2,jɯn1,nɯn1,jin1,jün1,jon1,jin1,ʔin1,nən1',,,ʔdun1,dən1,,,,,dun1,dən1,dɨn1,dɯn1,dən1,,dun1,dɨn1,dɯn1,dɯn1,dən1,,,jɨːn1,jɨːn2,,,jin1,hɛan1,jɨːn1,jɨːn1,jɨːn2,jiŋ1,jin1,,,zɨːn1,,jɨːn9,,zin1,hɛn1,ʔin1,jin1
N541,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luk33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N542,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaŋ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N543,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,łuŋ2,,,,łuŋ2,,,,,,ðoŋ2,ðoŋ2,sɔŋ2,,,ðoŋ2,,ðoŋ2,,,,,,jɔŋ2,,,,,,,,,,,,,,,,,,,,soŋ2,,,,,,,,
N544,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuk1,,,cuk1,,,,,,,,,cuk7,,,cuk¹,,cuk1,,,,
N545,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lo2[dẓɨ1],,,lop35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N546,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a33tja35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N547,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caŋ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N548,S079,stand,,,,,,,,,,,,,,hɔːi21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N549,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,zau2,,,,,ćau24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N550,S079,stand,,,,,,,,,,,,,,,,,,,,,,,,,,,ku5vei2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N551,S080,star,ɓɔ2hɔt7/ɓɔ2xɔt7,ɓɔ2hɔt7,mɑk8hɔt7,mak8xɔt7,,,,mɐk8xɔt7,mɐk8kh/xɔt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,set55,tsət1,ɕət7,sat7,tau3blet7(provisional),,zət7,m̥ɣət7,zət7,jat7,zət7,zət7,tsut7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N552,S080,star,,,,,,,,,,raːw1,raːw1,laːw4,laːw4,laːw4,raːw1,,laʔ4,laːw4,raːw4,raːw1,raːw4,raːw1,,,,,,lau2,,,,,,,,daːu1,,,,,tau3blet7(provisional),ʔdaːu6,,,,,,,,dʔaːu3dʔi1,dau1'di6,daːu1ðəŋ1,naːu1nɯi5,naːu1nɯi5',ʔdaːu1ʔdi5,naːu1nui5,daːu1doːy5,dau1,daːu1di3,naːu1'nei6,daːu1dei6,daːu1dei5,ʔdaːo1ʔdi6,,daːu1,ləːu1li5,,laːu1di5,daːu1,,daːu1dəi5,,dau1dei5,traːw23,,daːu1di5,daːu1dai5,,,nav,naːu2/daːu2,daːu1,daːu2,laːu3,daːu1,laːu1,lau6,laːu1,daːu1,daːw4,lau2lau2,daːu1',laːu6,lau6,laːu3,nāu²,daːu3,laːu3,,lau1'lau1',laːu1',laːu1'
N552b,S080,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dʔaːu3dʔi1,dau1'di6,daːu1ðəŋ1,naːu1nɯi5,naːu1nɯi5',ʔdaːu1ʔdi5,naːu1nui5,daːu1doːy5,,daːu1di3,naːu1'nei6,daːu1dei6,daːu1dei5,ʔdaːo1ʔdi6,lək8dei5,,ləːu1li5,,laːu1di5,,,daːu1dəi5,,dau1dei5,,,daːu1di5,daːu1dai5,,,,,,,,,,,,,,,,,,,,,,,,,
N553,S080,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doːŋ1səːn1,,,
N554,S080,star,,,,,,,,,,,,,,,,,,,,,,,,,,,lei1tu5,,ʔduŋ1ʔdai3,,a33li35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N555,S080,star,,,,,,lək8sai1,lək8sai1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N556,S080,star,,,,,,,,,,,,,,,,tsap7tsin5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N557,S080,star,,,,,,,,,,,,,,,,,,,,,,,ðɔŋ31,la0lɔŋ33,laːŋ11loŋ312,ka0luə31,,,,,,klŭŋ35,qə0luəŋ33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N558,S080,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N559,S081,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tü2,tui2,,,,,,tui2,tuːi2,tui2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N560,S081,stone,ɓɔ2ɗin2,ɓɔ4ɗin2/mak8ɗin2,mɑk8ɗien2,mak8ɗin2,lin2,ɗin2,ɗin2,mu4ɗin2,ɗin2,(tshiŋ4),tshiːn1,tshiːn1,tshiŋ1,sin1,tshiːn1,tshiːn1,sin1,tshiːn1,tshiːn1,tshiŋ1,tshin1,tshiːn1,,,,,,,,,,,,,,,ȶin1,tjɪn1,ȶin1,tɕin1,,,,,,,tin2,tin2,tin1,thiːn2,hin1,thən2,thin1,thin1,hin1,thin1,then1,thən2,,thən1',hin1,rin1,hin1,ðin1,ziŋ1,kjau3jin1,jin1,hin1,zin1,sən1,rin1,zɯn1,θən1,ril212,sən1,lin1,ɣin1,zin1,jin1,rin,hin1,hin5,ba7hin1,hin3,hin1,hin1,kue3hiŋ1,hin3,hin1,hin1,hiŋ1,hin1,maːk9hin1,hin1,hiːn1,hin⁶,hin1,hin3,,hin1,hin1,hin1
N561,S081,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kɔn6dan5,,,
N562,S081,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ta1pɔŋ2,,,,,,,faːŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N563,S081,stone,,,,,,,,,,,,,,,,,,,,,,,pwa322,ma0ða33,luə11pja312,,,,,,,,pjɔ33,,,,,,,,,,,,,,,,,,,,,,,,,,pha1,,,,,,,,,,,,,,,,,,,,,"phwa, pha",,,,,,,,,,,,,,,,,,,,,,
N564,S081,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,la33m33,lam32cɔm342ʔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N565,S081,stone,,,,,,,,,,,,,,,,,,,,,,,,,,hrau31,,ʔləu4ɣo3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N566,S081,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔəŋ5kau2,,bɔ2uŋ1,paŋ1ŋ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N567,S082,sun,ɗa1vɔn2,ɗa1vɔn2/ɗa1vœn2,ɗa1ɓɑn2,ɗa1ɓɔn2,vɔn2,ɗa1vən52,ɗa1vən2,ɗa1vɔn2,ɗa1vɔn2,vaŋ1,hwan1,van1,vaŋ4,hon4,ven1,vɔːn1,vanʔ4,van4,van4,vaŋ1,van4,van1,ta0wan33,tu0vən24,ta54van54,tau53nan31,,ma1wa1,,,la33vaN35,la34ʔvăn31ʔ,,jan2(provisional),wan1,van2,pən1,mɐn1,man1,pən1,tau3wan2,van2,la7van1,fan1,lam1van1,lə1wan1,ʔda1wɐn1,ʔda1vɐn1,van2,tha2wan3,haːuwan2,tha2wɔːn2,thaːŋ1ŋin2,tha1ŋon2,ha1van2,thaːk7ŋin2,thaŋ1ȵen2,thu2ruã2,thaŋ1wan2,ŋon2,taːŋ1ŋon2,taŋ1ŋon2,ta1ŋɔn2,ŋon2,ŋuɑŋ2,taŋ1wan2,ŋon2,taŋ1ŋwaːn2,ŋɔn2,ŋuɑŋ2,kjaːŋ6ŋon2,ŋuaŋ2,taːŋ5wan2,taŋ33ńɛn55,ŋuɑŋ2,ćaːŋ3ŋon2,ŋon2,vɑn2,vɑn2,ban,wan2,wan2,ta7wan2,ta3wan1,ta1van2,ta1vin2,vɛan2,ta3wan1,ta5wan2,van2,vɛ2,van2,van2,ta6vân2,ta1ŋeːn2,wan²,wan3,kaːŋ3wan1,ta1vin4,vân2,ha1vɛn2,ta1'van2
N568,S082,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,la2lu1,,,,qa33lhaːŋ53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N569,S082,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,ma3klei5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N570,S082,sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jɨ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N571,S084,tail,tuʔ7,tuʔ7,tuʔ7,tuʔ7,tshat8,tuʔ7,tuʔ7,tu1',tuʔ7,tshot8,tshuc7,tshɯt7,tshət7,tshət2,tshut7,tshuət9,sɛʔ4,tshut7,tshut7,tshot7,tshət7,tshut7,,ҫut55,qa0ҫut11,ka0cat31,chan3,ʔa1ćhe3,ka0cei2,ko1səi4,ҫɛn11,cot32,sat33,,θət7,zwət9,het7,sət7/9,sət7,sat7,,zwət7,sət7,khat7,lət7,hət8,xət8,hət8,thət8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N572,S084,tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tüːŋ1,,,,,,,kan3kjieŋ1,,,,,,,,,thaːŋ2,haːŋ1,thaːŋ2,thɯːŋ1,thɯːŋ1,haːŋ1,thüːŋ1,thyːŋ1,thɛ2̃,thaːŋ1,thuːŋ1',jɨːŋ1,rɨːŋ1,lɨaŋ1,ðəːŋ1,zɯːŋ1,hüːŋ1,hɯːŋ1,hjɨːŋ1,ziːŋ1,jiŋ1,rɨəŋ1,ziːŋ1,θiŋ1,ruaŋ212,ɕiŋ1,liaŋ1,ɣiəŋ1,ziːŋ1,jiŋ1,rang,haːŋ1,haːŋ5,haːŋ1,haːŋ3,haːŋ1,haːŋ1,haŋ1,haːŋ3,haːŋ1,haːŋ1,haŋ1,haŋ1,haːŋ1,haŋ1,haːŋ1,hāŋ⁶,haːŋ1,haːŋ3,haːŋ1,haŋ1,haːŋ1,haːŋ1
N573,S084,tail,,,,,,,,,,,,,,,,,,,,,,,ma55lan31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N574,S086,this,ne1moʔ8/na1moʔ8,na3moʔ8这里/na3na2这个,nɛ1/nɛ1hɛ1/zu1/nɛ1en1,na2ən1/na2na3,,nə4,nə4mɔʔ8,nɐ2,nən1'/nəŋ1'/nə2fiaŋ6,n[eː]2,ney2,ney5,ney2,nɛy3,ney2,nɛy5,nɛy3,ney2,ney5,ney2,n[iː5],ney2,ni55,he55ni33,ni11,naːi31,ni1,sɨ55na1,ni2,sɨ4nai4,ne33,nəːi342ʔ,nai24,naːi1/nai2,naːi6,naːi6,ai6,nai6,naːi6,ʔai6,ni2,naːi6,jaːi6,ni5,naːi⁶,naːi⁶,naːi⁶,naːi⁶,naːi6,nəi5,nai5/4,,ne0,nɯi4,nai3,nui3/noːi3,noːy4,nɛi4,ni6,nei3,nei4,nei4,ni4,nei4,ni4,ni3,nei4,ni4,ni4,nei4,nəi4,ni4,nei4,niː3/niː6/riː3,nei3,ni4,nai4,ni4,nei4,nai,nai3,ni4,ni6,nai5,ni3,ni3,nai3,ni5,ʔan1ni4,ni4,nai3,nai4,lai4,nâi4,hə3,nai⁴,ni3,nai5,ni4,nâi4,nai4,nai4
N575,S086,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tən4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N576,S086,this,,,,,thiu4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N577,S087,thou,mə2,mə2,mɔ3,mɔ3,mi1,mə2,mə2,mɐ2,mə2,m[əː]1,məɰ1,məɰ1,məɰ1,m[ɔ]ː5,mɯː1,məy1,mɛː1,məɰ4,məɰ1,məɰ1,məɰ[ʔ]8,məɰ1,mə31,ma33,ma312,mo31,mu1,mu2,mu1,mu2,m33,ma33,mi33,mu2,ńi2,ŋ2,ȵa2,ȶa2,ȵa2,ȵa2,ma2,ŋ2,ŋ2,ńa2,ŋ̩2,ȵia2,ȵa2,ȵa2,ȵa2,məɨ3,,,mɯŋ2,mɯŋ5,maɯ2,muŋ1,maŋ1,məɤ2,maɨ2,muŋ2,mɨŋ2,mɨŋ2,mɨŋ2,məŋ2,mɯŋ2,maŋ2,mɯŋ2,mɨŋ2,mɯŋ2,məŋ2,mɨŋ2,mɯŋ2,məŋ2,mɯŋ4,məŋ2,mɨŋ2,mɯŋ2,mɯŋ2,məŋ2,"mau, bau",maɨ2,mɯŋ2,,maɨ1,mɨŋ2,mɨŋ2,məai2,,mɨŋ2,mɯŋ2,mai2,maɨ2,maɨ2,mâ2,,maü²,,,mɨŋ4,mâi2,mə2,maɨ2
N578,S087,thou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni6,ni6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N579,S087,thou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thə1,,,,,,,,daw4,,,,,thaːu2,,thə3,,,,,
N580,S087,thou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiŋ2,,,,,,,,,,,,,,,,,,,
N581,S087,thou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to1cau3,,,cau6,,,,,,su1câu3,,,,su3cau4,,,,
N582,S088,tongue,,,,,,,,,,,,,,,,,,,,,,,ma31,ɛ31me33,,ka0me31,,ma1ʔa1mji2,mau1,pi4mo4,njo35ɛ31me,,mie33,chu1,ma2,ma2,ma2,ma2,ma2,ma2,wã2,ma2,ma2,ma2,ma2,ma2,ma2,ma2,ma2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N583,S088,tongue,lin4,lin4,lien4,lin4,,lin4,lin4,lin4,lin4,ɬiŋ3,ɬiːn3,ɬiːn3,ɬiŋ3,tθin3,ɗiːn3,ɬiːn4,lin3,ɬiːn3,ɬiːn3,ɬiŋ3,ɬin3,ɬiːn3,,,ma0lɛn11,,,,,,,lɛl33ma34ʔ,,,,,,,,,,,,,,,,,,liːn4,lin3,lən4,lin3,lin4,linʔ4,lün4,len4,lən4,lin4,lən4,lin4,lin4,lin4,lin4,lin4,lən4,lin4,lin4,lin4,lən4,lin4,lɯn4,lən4,liːn33,lin3,lin4,lin4,lin4,lən4,lin,lin3,lin4,lin6,lin5,lin4,lin4,li4,lin5,lin4,liːn4,liŋ4,lin4,lin4,lin4,liːn1,lin⁴,lin9,lin5,lin4,lin4,lin4,lin4
N584,S088,tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,phi2tei3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N585,S089,tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j̥əu3,kiu33,,,,,j̥əu3,hiːu3,,,,,,,khɛːu5,kheːu3,kheːu3,heːu3,heːu3,kheu3,heːu3,heːu3,,,,heːu3,heːu3,leu3,heːu3,jiau3,heːu3,heu3,heːu3,jiu3,ɕiau3,heːu3,jiau3,jiau3,,ɕiu3,heːu3,,jeu3,jiu3,khiu,khiu3,khiəu3,khiau5,kheu4,xeu3,xɛu3,ҫiu3,xiau6,,khiaw5,siu3,xiu3,xeu3,xeu3,khɛːu5,kheu³,,kheu4,khɛːu6,siu3,ҫiu3,xiu3
N586,S089,tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nɛːŋ23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N587,S089,tooth,,,,,,,,,,faŋ1,fan1,fan1,sen1,sen1,phen1,,fen1,fan1,fan1,sen1,fhan1,fan1,,,,,ma3pan4,,pjaŋ1,mo4pe4,,,,,pian1,,tjən1,pjɐn1,pjan1,pin1,wan2,,,fan1,vjen1,vjen1,ɕiu3,vjɜn1,vən2,,,,,fan2,fan4,,,vã2,fan2,fan2,,,,fan2,,,,,,,,,,,,,fan2,,,phran,,fan1,,,,,,,fan2,fan2,,,,,,,fan3,,,,,
N588,S089,tooth,tɔn1,tɔn1,tɔn1,tɔn1,tsan1,tin1,tin1,tɐn1',tɐn1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N588b,S089,tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,ma1ʔa1huaŋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N589,S089,tooth,,,,,,,,,,,,,,,,tshaŋ1,,,,,,,jɔŋ322,θɔŋ24,qa0ҫɔŋ54,cuə53,,,,,si55,cŭŋ342ʔ,suaŋ53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N590,S090,tree,,,,,mai4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mai4,mi4,mai4,məi4,məi4,mai4,mǝi4,,mai4,mai4,mai4,mɜi4,mai4,mɜi4,mɜi4,məi4,mai4,mai3,mai4,mai3,mai4,maiʔ4,mui4,mai4,mai4,mai4,mai4,fai4,fai4,fai4,fai4,vɑi4,fai4,mɑi3,fai4,fɑi4,vɑi4,mai4,vɑi4,wai3,kho33mai33,,mai4,fai4,fɑi4,vɑi4,"mai, maai",mai3,ton3maːi4,ton5mai6,ton4mai5,kɔ1mai4,mai4,ton3mai4,tɔn6mai5,ton4mai4,ton3mai4,tu3mai4,mai4,ton3mai4,mâi4,maːi4,mai⁴,ton6maːi7,ton4mai5,mai4,tun3mâi4,mai4,ko1'mai4
N591,S090,tree,ɗɔn3,ɗɔn3老,ɗɔn3,ɗɔn3,,ɗun3,ɗun3,ɗɔn3,ɗɔn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tun, tvn",,,,,,,,,,,,,,,,,,,,,,
N592,S090,tree,,,,,,,,,,tshay1,tshay1,tshay1,tshay1,,tshay1,tshay1,hay1,tshay1,tshay1,tshay1,tshay1,tshay1,ma55ti33,,qa0tui54,tai53,ma3tai4,ma1ҫi1,ti1,mu4tai4,m33te35,lɔp35təi342ʔ,tai53,,,,,,,,cei5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N593,S090,tree,,,,,,,,,,,,,,nɛːk33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N594,S090,tree,,,,,,,,,,,,,,,,,,,,,,,,hɔt53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N595,S091,two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,łɔːŋ2,łoːŋ1,ðoːŋ1,ɬuŋ1,,łoːŋ1,łoːŋ1,ɬøːŋ1,səŋ1/suŋ1,soːŋ1,ɬoŋ1,ðoːŋ1,ðoːŋ1,soŋ1,,suaŋ1,ðoːŋ1,soŋ1,ðoːŋ1,soŋ1,suɑŋ1,ðoːŋ1,suŋ1,ðuŋ1,sɔːŋ212,suaŋ1,łoːŋ1,θoːŋ1,,soŋ1,song,sɔŋ1,sɔːŋ5,sɔːŋ1,sɔːŋ3,sɔŋ1,sɔŋ1,suaŋ1,sɔːŋ3,sɔːŋ1,sɔːŋ1,sɔŋ1,sɔŋ1,sɔŋ1,sɔŋ1,sɔːŋ5,sauŋ⁶,sɔːŋ1,sɔːŋ3,sɔːŋ1,sɔŋ1,łoŋ1,sɔŋ1
